0_0_0_True
13_0_43_True
14_0_43_True
15_0_43_True
16_0_43_True
17_0_43_True
18_0_43_True
19_0_43_True
0_0_44_False
1_0_44_False
2_0_44_False
3_0_44_False
4_0_44_True
5_0_44_False
6_0_44_False
7_0_44_True
8_0_44_False
9_0_44_True
10_0_44_False
11_0_44_True
12_0_44_True
13_0_44_False
14_0_44_False
15_0_44_True
16_0_44_False
17_0_44_False
18_0_44_True
19_0_44_True
