0_0_0_True
1_0_0_False
2_0_0_False
3_0_0_True
4_0_0_False
5_0_0_True
6_0_0_True
7_0_0_False
8_0_0_True
9_0_0_False
10_0_0_True
11_0_0_False
12_0_0_False
13_0_0_True
14_0_0_True
15_0_0_False
16_0_0_True
17_0_0_True
18_0_0_False
19_0_0_False
0_0_1_True
1_0_1_True
2_0_1_True
3_0_1_True
4_0_1_True
5_0_1_True
6_0_1_True
7_0_1_True
8_0_1_True
9_0_1_True
10_0_1_True
11_0_1_True
12_0_1_True
13_0_1_True
14_0_1_True
15_0_1_True
16_0_1_True
17_0_1_True
18_0_1_False
19_0_1_False
0_0_2_True
1_0_2_True
2_0_2_True
3_0_2_True
4_0_2_True
5_0_2_True
6_0_2_True
7_0_2_True
8_0_2_True
9_0_2_True
10_0_2_True
11_0_2_True
12_0_2_True
13_0_2_True
14_0_2_True
15_0_2_True
16_0_2_True
17_0_2_True
18_0_2_False
19_0_2_False
0_0_3_True
1_0_3_True
2_0_3_True
3_0_3_True
4_0_3_True
5_0_3_True
6_0_3_True
7_0_3_True
8_0_3_True
9_0_3_True
10_0_3_True
11_0_3_True
12_0_3_True
13_0_3_True
14_0_3_True
15_0_3_True
16_0_3_True
17_0_3_True
18_0_3_False
19_0_3_False
0_0_4_False
1_0_4_True
2_0_4_True
3_0_4_True
4_0_4_True
5_0_4_True
6_0_4_True
7_0_4_True
8_0_4_True
9_0_4_True
10_0_4_True
11_0_4_True
12_0_4_True
13_0_4_True
14_0_4_True
15_0_4_True
16_0_4_True
17_0_4_True
18_0_4_False
19_0_4_False
0_0_5_False
1_0_5_True
2_0_5_True
3_0_5_True
4_0_5_True
5_0_5_True
6_0_5_True
7_0_5_True
8_0_5_True
9_0_5_True
10_0_5_True
11_0_5_True
12_0_5_True
13_0_5_True
14_0_5_True
15_0_5_True
16_0_5_True
17_0_5_True
18_0_5_False
19_0_5_False
0_0_6_False
1_0_6_True
2_0_6_True
3_0_6_True
4_0_6_True
5_0_6_True
6_0_6_True
7_0_6_True
8_0_6_True
9_0_6_True
10_0_6_True
11_0_6_True
12_0_6_True
13_0_6_True
14_0_6_True
15_0_6_True
16_0_6_True
17_0_6_True
18_0_6_False
19_0_6_False
0_0_7_False
1_0_7_True
2_0_7_True
3_0_7_True
4_0_7_True
5_0_7_True
6_0_7_True
7_0_7_True
8_0_7_True
9_0_7_True
10_0_7_True
11_0_7_True
12_0_7_True
13_0_7_True
14_0_7_True
15_0_7_True
16_0_7_True
17_0_7_True
18_0_7_False
19_0_7_False
0_0_8_False
1_0_8_True
2_0_8_True
3_0_8_True
4_0_8_True
5_0_8_True
6_0_8_True
7_0_8_True
8_0_8_True
9_0_8_True
10_0_8_True
11_0_8_True
12_0_8_True
13_0_8_True
14_0_8_True
15_0_8_True
16_0_8_True
17_0_8_True
18_0_8_False
19_0_8_False
0_0_9_False
1_0_9_True
2_0_9_True
3_0_9_True
4_0_9_True
5_0_9_True
6_0_9_True
7_0_9_True
8_0_9_True
9_0_9_True
10_0_9_True
11_0_9_True
12_0_9_True
13_0_9_True
14_0_9_True
15_0_9_True
16_0_9_True
17_0_9_True
18_0_9_True
19_0_9_True
0_0_10_False
1_0_10_True
2_0_10_True
3_0_10_True
4_0_10_True
5_0_10_True
6_0_10_True
7_0_10_True
8_0_10_True
9_0_10_True
10_0_10_True
11_0_10_True
12_0_10_True
13_0_10_True
14_0_10_True
15_0_10_True
16_0_10_True
17_0_10_True
18_0_10_True
19_0_10_True
0_0_11_False
1_0_11_True
2_0_11_True
3_0_11_True
4_0_11_True
5_0_11_True
6_0_11_True
7_0_11_True
8_0_11_True
9_0_11_True
10_0_11_True
11_0_11_True
12_0_11_True
13_0_11_True
14_0_11_True
15_0_11_True
16_0_11_True
17_0_11_True
18_0_11_True
19_0_11_True
0_0_12_True
1_0_12_True
2_0_12_True
3_0_12_True
4_0_12_True
5_0_12_True
6_0_12_True
7_0_12_True
8_0_12_True
9_0_12_True
10_0_12_True
11_0_12_True
12_0_12_True
13_0_12_True
14_0_12_True
15_0_12_True
16_0_12_True
17_0_12_True
18_0_12_True
19_0_12_True
0_0_13_True
1_0_13_True
2_0_13_True
3_0_13_True
4_0_13_True
5_0_13_True
6_0_13_True
7_0_13_True
8_0_13_True
9_0_13_True
10_0_13_True
11_0_13_True
12_0_13_True
13_0_13_True
14_0_13_True
15_0_13_True
16_0_13_True
17_0_13_True
18_0_13_True
19_0_13_True
0_0_14_True
1_0_14_True
2_0_14_True
3_0_14_True
4_0_14_True
5_0_14_True
6_0_14_True
7_0_14_True
8_0_14_True
9_0_14_True
10_0_14_True
11_0_14_True
12_0_14_True
13_0_14_True
14_0_14_True
15_0_14_True
16_0_14_True
17_0_14_True
18_0_14_True
19_0_14_True
0_0_15_True
1_0_15_True
2_0_15_True
3_0_15_True
4_0_15_True
5_0_15_True
6_0_15_True
7_0_15_True
8_0_15_True
9_0_15_True
10_0_15_True
11_0_15_True
12_0_15_True
13_0_15_True
14_0_15_True
15_0_15_True
16_0_15_True
17_0_15_True
18_0_15_True
19_0_15_True
0_0_16_True
1_0_16_True
2_0_16_True
3_0_16_True
4_0_16_True
5_0_16_True
6_0_16_True
7_0_16_True
8_0_16_True
9_0_16_True
10_0_16_True
11_0_16_True
12_0_16_True
13_0_16_True
14_0_16_True
15_0_16_True
16_0_16_True
17_0_16_True
18_0_16_True
19_0_16_True
0_0_17_True
1_0_17_True
2_0_17_True
3_0_17_True
4_0_17_True
5_0_17_True
6_0_17_True
7_0_17_True
8_0_17_True
9_0_17_True
10_0_17_True
11_0_17_True
12_0_17_True
13_0_17_True
14_0_17_True
15_0_17_True
16_0_17_True
17_0_17_True
18_0_17_True
19_0_17_False
0_0_18_True
1_0_18_True
2_0_18_True
3_0_18_True
4_0_18_True
5_0_18_True
6_0_18_True
7_0_18_True
8_0_18_True
9_0_18_True
10_0_18_True
11_0_18_True
12_0_18_True
13_0_18_True
14_0_18_True
15_0_18_True
16_0_18_True
17_0_18_True
18_0_18_True
19_0_18_False
0_0_19_True
1_0_19_True
2_0_19_True
3_0_19_True
4_0_19_True
5_0_19_True
6_0_19_True
7_0_19_True
8_0_19_True
9_0_19_True
10_0_19_True
11_0_19_True
12_0_19_True
13_0_19_True
14_0_19_True
15_0_19_True
16_0_19_True
17_0_19_True
18_0_19_True
19_0_19_False
0_0_20_False
1_0_20_True
2_0_20_True
3_0_20_True
4_0_20_True
5_0_20_True
6_0_20_True
7_0_20_True
8_0_20_True
9_0_20_True
10_0_20_True
11_0_20_True
12_0_20_True
13_0_20_True
14_0_20_True
15_0_20_True
16_0_20_True
17_0_20_True
18_0_20_True
19_0_20_False
0_0_21_False
1_0_21_False
2_0_21_True
3_0_21_True
4_0_21_True
5_0_21_True
6_0_21_True
7_0_21_True
8_0_21_True
9_0_21_True
10_0_21_True
11_0_21_True
12_0_21_True
13_0_21_True
14_0_21_True
15_0_21_True
16_0_21_True
17_0_21_True
18_0_21_True
19_0_21_True
0_0_22_False
1_0_22_False
2_0_22_True
3_0_22_True
4_0_22_True
5_0_22_True
6_0_22_True
7_0_22_True
8_0_22_True
9_0_22_True
10_0_22_True
11_0_22_True
12_0_22_True
13_0_22_True
14_0_22_True
15_0_22_True
16_0_22_True
17_0_22_True
18_0_22_True
19_0_22_True
0_0_23_False
1_0_23_False
2_0_23_True
3_0_23_True
4_0_23_True
5_0_23_True
6_0_23_True
7_0_23_True
8_0_23_True
9_0_23_True
10_0_23_True
11_0_23_True
12_0_23_True
13_0_23_True
14_0_23_True
15_0_23_True
16_0_23_True
17_0_23_True
18_0_23_True
19_0_23_True
0_0_24_False
1_0_24_False
2_0_24_True
3_0_24_True
4_0_24_True
5_0_24_True
6_0_24_True
7_0_24_True
8_0_24_True
9_0_24_True
10_0_24_True
11_0_24_True
12_0_24_True
13_0_24_True
14_0_24_True
15_0_24_True
16_0_24_True
17_0_24_True
18_0_24_True
19_0_24_True
0_0_25_False
1_0_25_True
2_0_25_True
3_0_25_True
4_0_25_True
5_0_25_True
6_0_25_True
7_0_25_True
8_0_25_True
9_0_25_True
10_0_25_True
11_0_25_True
12_0_25_True
13_0_25_True
14_0_25_True
15_0_25_True
16_0_25_True
17_0_25_True
18_0_25_True
19_0_25_False
0_0_26_False
1_0_26_True
2_0_26_True
3_0_26_True
4_0_26_True
5_0_26_True
6_0_26_True
7_0_26_True
8_0_26_True
9_0_26_True
10_0_26_True
11_0_26_True
12_0_26_True
13_0_26_True
14_0_26_True
15_0_26_True
16_0_26_True
17_0_26_True
18_0_26_True
19_0_26_False
0_0_27_False
1_0_27_True
2_0_27_True
3_0_27_True
4_0_27_True
5_0_27_True
6_0_27_True
7_0_27_True
8_0_27_True
9_0_27_True
10_0_27_True
11_0_27_True
12_0_27_True
13_0_27_True
14_0_27_True
15_0_27_True
16_0_27_True
17_0_27_True
18_0_27_True
19_0_27_False
0_0_28_True
1_0_28_True
2_0_28_True
3_0_28_True
4_0_28_True
5_0_28_True
6_0_28_True
7_0_28_True
8_0_28_True
9_0_28_True
10_0_28_True
11_0_28_True
12_0_28_True
13_0_28_True
14_0_28_True
15_0_28_True
16_0_28_True
17_0_28_True
18_0_28_True
19_0_28_False
0_0_29_True
1_0_29_True
2_0_29_True
3_0_29_True
4_0_29_True
5_0_29_True
6_0_29_True
7_0_29_True
8_0_29_True
9_0_29_True
10_0_29_True
11_0_29_True
12_0_29_True
13_0_29_True
14_0_29_True
15_0_29_True
16_0_29_True
17_0_29_True
18_0_29_True
19_0_29_True
0_0_30_True
1_0_30_True
2_0_30_True
3_0_30_True
4_0_30_True
5_0_30_True
6_0_30_True
7_0_30_True
8_0_30_True
9_0_30_True
10_0_30_True
11_0_30_True
12_0_30_True
13_0_30_True
14_0_30_True
15_0_30_True
16_0_30_True
17_0_30_True
18_0_30_True
19_0_30_True
0_0_31_True
1_0_31_True
2_0_31_True
3_0_31_True
4_0_31_True
5_0_31_True
6_0_31_True
7_0_31_True
8_0_31_True
9_0_31_True
10_0_31_True
11_0_31_True
12_0_31_True
13_0_31_True
14_0_31_True
15_0_31_True
16_0_31_True
17_0_31_True
18_0_31_True
19_0_31_True
0_0_32_True
1_0_32_True
2_0_32_True
3_0_32_True
4_0_32_True
5_0_32_True
6_0_32_True
7_0_32_True
8_0_32_True
9_0_32_True
10_0_32_True
11_0_32_True
12_0_32_True
13_0_32_True
14_0_32_True
15_0_32_True
16_0_32_True
17_0_32_True
18_0_32_True
19_0_32_True
0_0_33_True
1_0_33_True
2_0_33_True
3_0_33_True
4_0_33_True
5_0_33_True
6_0_33_True
7_0_33_True
8_0_33_True
9_0_33_True
10_0_33_True
11_0_33_True
12_0_33_True
13_0_33_True
14_0_33_True
15_0_33_True
16_0_33_True
17_0_33_True
18_0_33_False
19_0_33_False
0_0_34_True
1_0_34_True
2_0_34_True
3_0_34_True
4_0_34_True
5_0_34_True
6_0_34_True
7_0_34_True
8_0_34_True
9_0_34_True
10_0_34_True
11_0_34_True
12_0_34_True
13_0_34_True
14_0_34_True
15_0_34_True
16_0_34_True
17_0_34_True
18_0_34_False
19_0_34_False
0_0_35_True
1_0_35_True
2_0_35_True
3_0_35_True
4_0_35_True
5_0_35_True
6_0_35_True
7_0_35_True
8_0_35_True
9_0_35_True
10_0_35_True
11_0_35_True
12_0_35_True
13_0_35_True
14_0_35_True
15_0_35_True
16_0_35_True
17_0_35_True
18_0_35_False
19_0_35_False
0_0_36_False
1_0_36_True
2_0_36_True
3_0_36_True
4_0_36_True
5_0_36_True
6_0_36_True
7_0_36_True
8_0_36_True
9_0_36_True
10_0_36_True
11_0_36_True
12_0_36_True
13_0_36_True
14_0_36_True
15_0_36_True
16_0_36_True
17_0_36_True
18_0_36_False
19_0_36_False
0_0_37_False
1_0_37_True
2_0_37_True
3_0_37_True
4_0_37_True
5_0_37_True
6_0_37_True
7_0_37_True
8_0_37_True
9_0_37_True
10_0_37_True
11_0_37_True
12_0_37_True
13_0_37_True
14_0_37_True
15_0_37_True
16_0_37_True
17_0_37_True
18_0_37_True
19_0_37_False
0_0_38_False
1_0_38_True
2_0_38_True
3_0_38_True
4_0_38_True
5_0_38_True
6_0_38_True
7_0_38_True
8_0_38_True
9_0_38_True
10_0_38_True
11_0_38_True
12_0_38_True
13_0_38_True
14_0_38_True
15_0_38_True
16_0_38_True
17_0_38_True
18_0_38_True
19_0_38_False
0_0_39_False
1_0_39_True
2_0_39_True
3_0_39_True
4_0_39_True
5_0_39_True
6_0_39_True
7_0_39_True
8_0_39_True
9_0_39_True
10_0_39_True
11_0_39_True
12_0_39_True
13_0_39_True
14_0_39_True
15_0_39_True
16_0_39_True
17_0_39_True
18_0_39_True
19_0_39_False
0_0_40_False
1_0_40_True
2_0_40_True
3_0_40_True
4_0_40_True
5_0_40_True
6_0_40_True
7_0_40_True
8_0_40_True
9_0_40_True
10_0_40_True
11_0_40_True
12_0_40_True
13_0_40_True
14_0_40_True
15_0_40_True
16_0_40_True
17_0_40_True
18_0_40_True
19_0_40_False
0_0_41_False
1_0_41_False
2_0_41_False
3_0_41_True
4_0_41_True
5_0_41_True
6_0_41_True
7_0_41_True
8_0_41_True
9_0_41_True
10_0_41_True
11_0_41_True
12_0_41_True
13_0_41_True
14_0_41_True
15_0_41_True
16_0_41_True
17_0_41_True
18_0_41_True
19_0_41_True
0_0_42_False
1_0_42_False
2_0_42_False
3_0_42_True
4_0_42_True
5_0_42_True
6_0_42_True
7_0_42_True
8_0_42_True
9_0_42_True
10_0_42_True
11_0_42_True
12_0_42_True
13_0_42_True
14_0_42_True
15_0_42_True
16_0_42_True
17_0_42_True
18_0_42_True
19_0_42_True
0_0_43_False
1_0_43_False
2_0_43_False
3_0_43_True
4_0_43_True
5_0_43_True
6_0_43_True
7_0_43_True
8_0_43_True
9_0_43_True
10_0_43_True
11_0_43_True
12_0_43_True
